Brand,Product,Rating,Number of ratings,Price,Replacement,Expected delivery,Product availability,Product description,Product link
Juârez,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black",3.9 out of 5,"9,560","₹ 2,369.00(Deal price)",7 Days Replacement,Currently not available,In stock.,"About this item.Black Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks.Great looks with an innovative design to produce good quality sound.Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks.Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Juarez-Acoustic-Cutaway-038C-Strings/dp/B017NPCSLI/ref=sr_1_1?dchild=1&keywords=guitar&qid=1622442031&smid=A14CZOWI0VEHLG&sr=8-1
Juarez,"Juarez JRZ38C Acoustic Guitar, 38 Inch Cutaway with Bag (TBS Transparent Blue Sunburst)",4 out of 5,"3,268","₹ 2,499.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Black glossy finish, number of frets: 18, acoustic guitar with strap, bag, strings and 2 picks.Great looks with an innovative design to produce good quality sound.Finger board: Linden wood, fretboard - Ebony wood, size: 38 inches, cutaway.Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks.Linden binding and full wood construction with geared tuning, wood frame and steel strings.An able acoustic guitar, its neck material is made from Linden Wood, bridge material is made from plastic, finger board and back material is made from Linden Wood, string is made from nylon, and sides material is made from Linden",https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDS6/ref=sr_1_2?dchild=1&keywords=guitar&qid=1622442031&sr=8-2
Intern,"Intern INT-38C Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Black",3.9 out of 5,"5,400","₹ 2,370.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Great looks with an innovative design to produce good quality sound.Material: Linden wood finger board with ebony wood fretboard and 38-inch cutaway design.Black glossy finish with 18 frets.Includes: 38-inch acoustic guitar with strap, bag, string set and 3 picks.Linden binding and full wood construction with geared tuning, wood frame and steel strings..Bridge material: Plastic.Note: Product design may slightly vary.Linden binding and full wood construction with geared tuning, wood frame and steel strings ; Natural glossy finish with 18 frets",https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Black/dp/B073B6TQQY/ref=sr_1_3?dchild=1&keywords=guitar&qid=1622442031&sr=8-3
Juarez,"Juarez Acoustic Guitar, 38 Inch Curved Body Cutaway, 38CUR with Bag, Strings, Pick and Strap, Black",3.9 out of 5,820,"₹ 2,499.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Jumbo Design, 38 Inch Acoustic Steel String Guitar, Black Glossy Finish, Number of Frets: 18.Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings.Great looks with an innovative design to produce good quality sound.Package Includes : Acoustic Guitar with strap, Bag, Strings and 2 Picks",https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B076QHZ4HZ/ref=sr_1_4?dchild=1&keywords=guitar&qid=1622442031&sr=8-4
Intern,"Intern INT-38C-SB-G Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Sunburst, 6 Strings)",4 out of 5,719,"₹ 2,876.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.38 inches cutaway revolutionary design and configuration to produce marvellous sound.Hi gloss sunburst color finish.Guitar bundled with accessories like smart strap, bag, strings set and 3 picks.Easy to hold for stress-free playing and ultra-portable.Quality linden wood soundboard for unsurpassed resonance.Intern hi gloss 38-inch guitar, 1 set string, bag, strap and 3 picks.Country of Origin: China",https://www.amazon.in/Intern-INT-38C-SB-G-Guitar-Kit-Sunburst/dp/B07K8WLPLH/ref=sr_1_5?dchild=1&keywords=guitar&qid=1622442031&sr=8-5
Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38CPG with Bag, Strings, Pick and Strap, Black",3.7 out of 5,171,"₹ 2,350.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Black Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks.Great looks with an innovative design to produce good quality sound.Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks.Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B075XMRKMY/ref=sr_1_6?dchild=1&keywords=guitar&qid=1622442031&sr=8-6
Kadence,"Kadence Frontier Series,Black Semi Acoustic Guitar With Die Cast Keys (Bag,Strap,Strings And 3 Picks Stand)",3.9 out of 5,328,"₹ 4,999.00(Deal price)",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Product Type : Semi Acoustic Guitar(With Equalizer and Pickup).Fretboard material:Rosewood, Number of strings:6.Package Details:1 pack of Strings, bag, strap and picks.Body material:Spruce Wood String Type : Roundwound Strings,String Gauge : Stainless Steel.› See more product details",https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B078GTJP5Y/ref=sr_1_7?dchild=1&keywords=guitar&qid=1622442031&sr=8-7
Intern,Intern INT-38C Sunburst Acoustic Guitar kit with carry bag & picks,3.7 out of 5,"1,068","₹ 1,990.00(Deal price)",7 Days Replacement,Currently not available,In stock.,"About this item.Great looks with an innovative design to produce quality warm bright resonant tone.Material: Linden wood finger board with ebony wood fretboard and 38-inch cutaway design.Combo includes Guitar, quality and durable carry bag with extra pockets and comfort handle, Intern Branded Plectrums.Linden binding and maximum wood construction with geared tuning, wood frame and steel strings.Sturdy box package with multiple plies plus instrument wrap ensure that guitar reaches you as it is just out of the factory with no damages or scratches.Bag with stylish nylon made and long lasting material.Country of Origin: China",https://www.amazon.in/Intern-INT-38C-Sunburst-Acoustic-Guitar/dp/B07X1J4D3Z/ref=sr_1_8?dchild=1&keywords=guitar&qid=1622442031&smid=A14CZOWI0VEHLG&sr=8-8
JUAREZ,"JUAREZ JRZ38C Right Handed Acoustic Guitar (Sunburst, 6 Strings)",4 out of 5,"3,421","₹ 2,499.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Number of Frets: 18.Acoustic guitar with strap, bag, strings and 2 picks.Great looks with an innovative design to produce good quality sound.Finger Board: Linden wood.Fretboard: Ebony wood.Size: 38 inches, cutaway.Linden binding and full wood construction with geared tuning, wood frame and steel strings.Country of Origin: China",https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_9?dchild=1&keywords=guitar&qid=1622442031&sr=8-9
Medellin,Medellin MED-BLU-C Linden Wood Acoustic Guitar,3.9 out of 5,379,"₹ 2,699.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,About this item.Material: Wood.Colour: Blue.Acoustic Guitar.› See more product details,https://www.amazon.in/Medellin-MED-BLU-C-Linden-Acoustic-Guitar/dp/B07NBMWHJW/ref=sr_1_10?dchild=1&keywords=guitar&qid=1622442031&sr=8-10
PSB,"PSB 6-String 24"" Acoustic Guitar Kids Toy Big Size, Brown",4.5 out of 5,2,"₹ 1,799.00",7 Days Returnable,FREE delivery: June 2 - 5 Details,In stock.,"About this item.PROVIDES SCREEN FREE FUN: A junior scale 6 string guitar perfect for use on lessons, recitals, band rehearsals, on-stage performances or when practicing at home. The mini guitar can attract the interests of kids, and reduce their dependency on the phone, computer, or other electronics..GREAT FOR BEGINNERS: It has a traditional classic body style great for beginners and children learning to play guitar. Give your best performance whether you're in the music studio or out at a bonfire with friends..A PERFECT GIFT: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary.ENJOY MUSIC ANYTIME: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary.SPECIFICATIONS: Material: Plastic and metal ; Dimensions- LxWxH: 67.6 X 22 X 7.6; Number of Pieces: 1; Is Battery Required: No; Is Battery Included: No; Whether Assembly Required: No; Recommended Age: 3 Years.› See more product details",https://www.amazon.in/PSB-6-String-Acoustic-Guitar-Brown/dp/B08SLYLGG4/ref=sr_1_11?dchild=1&keywords=guitar&qid=1622442031&sr=8-11
Kadence,"Kadence Frontier Series, Acoustic Guitar With/Wihtout EQ Die Cast Keys Combo (Bag,strap,strings and 3 picks) (Brown, Acoustic)",3.9 out of 5,634,"₹ 4,799.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Scale Size(In Inchces):39.Fretboard Material:Rosewood.Bridge Material:Rosewood.Body material:Spruce Wood.Package Details:1 pack of Strings, bag, strap and picks.› See more product details",https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01GDZ46AA/ref=sr_1_12?dchild=1&keywords=guitar&qid=1622442031&sr=8-12
Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black",3.6 out of 5,159,"₹ 2,499.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Matte Black Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks.Great looks with an innovative design to produce good quality sound.Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks.Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_13?dchild=1&keywords=guitar&qid=1622442031&sr=8-13
Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38C/RDS with Bag, Strings, Pick and Strap, Red Sunburst",3.9 out of 5,"2,187","₹ 2,290.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Red Sunburst Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks.Great looks with an innovative design to produce good quality sound.Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks.Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Acoustic-Cutaway-RDS-Strings-Sunburst/dp/B076QGY91P/ref=sr_1_14?dchild=1&keywords=guitar&qid=1622442031&sr=8-14
Giuson,"Giuson Venus Black 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks by K-Retail",4 out of 5,158,"₹ 3,599.00(Deal price)",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Only 1 left in stock.,About this item.Product Sold by K-Retail.› See more product details,https://www.amazon.in/Giuson-Venus-Black-Acoustic-Strings/dp/B089GNM189/ref=sr_1_15?dchild=1&keywords=guitar&qid=1622442031&sr=8-15
JUAREZ,"JUAREZ JRZ38CTR/BK 38 Inch Acoustic Guitar with Dual Action Truss Rod, Bag, Picks, Allen Key, Extra String Set, Black",3.8 out of 5,99,"₹ 3,179.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Glossy finish, Number of frets - 18, 38 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped..Material : Top, Back, Sides & Neck - Linden Solid Wood, Fretboard & Bridge - ABS, Machine Head : Chrome Open, Stainless Steel Copper Wound Strings.Linden binding and full wood construction with geared tuning, wooden frame and steel strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!.Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. . This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod..Included components: Acoustic Guitar with Strap, Bag, Strings, Truss Rod Wrench/Allen Key and 2 Plectrums",https://www.amazon.in/JUAREZ-JRZ38CTR-BK-Acoustic-Guitar/dp/B08FTZK7H8/ref=sr_1_16?dchild=1&keywords=guitar&qid=1622442031&sr=8-16
Juârez,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap",3.9 out of 5,156,"₹ 2,450.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks.Great looks with an innovative design to produce good quality sound.Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings.Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks",https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_17?dchild=1&keywords=guitar&qid=1622442031&sr=8-17
Juârez,"Juârez JRZ38C/WH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, White with Bag, Strings, Picks and Strap",3.8 out of 5,311,"₹ 2,499.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks.Great looks with an innovative design to produce good quality sound.Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings.Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks",https://www.amazon.in/Ju%C3%A2rez-JRZ38C-WH-Strings-Acoustic/dp/B072MFK4L6/ref=sr_1_18?dchild=1&keywords=guitar&qid=1622442031&sr=8-18
Juârez,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C With Bag, Strings, Pick And Strap, Black + Juarez Jrz100 Guitar Wall Hanger/Mount With Fittings/Accessories, Black",3.4 out of 5,7,--,7 Days Replacement,--,,"About this item.Product 1: Black Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks.Product 1: Great looks with an innovative design to produce good quality sound.Product 1: Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway.Product 1: Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks.Product 2: Foam coated which prevents instrument from scratching. Black neoprene rubber tubing to protect guitar necks and finishes. A must-have accessory for amateurs or professionals, suitable for both home and studio use.Product 2: Can hold all types of guitars including acoustic guitars, bass guitars, mandolins, ukuleles and electric guitars.Product 2: All-steel construction, very durable design. Mounts on the wall..Product 2: Easy to fit, it is very easy to install. Extended out so guitar will not touch wall.",https://www.amazon.in/Ju%C3%A2rez-Acoustic-038C-Fittings-Accessories/dp/B08D9JBK2N/ref=sr_1_19?dchild=1&keywords=guitar&qid=1622442031&sr=8-19
LAPREX,LAPREX Toy & Gift Excellent Guitar Toys for Kids 4-String Acoustic Adjustable Tunning Excellent Wooden Guitar Toys-Brown Guitar Musical Instrument Learning Toy for Kids,--,--,--,7 Days Replacement,--,,"About this item.🎸 It is fully Functional With All The tuning keys and playable..🎸 This guitar has good sound quality & good wooden finishing It is made up of good quality plastic & is good for playing and learning.🎸 4-string Wooden Guitar Toy with Adjustable Tuning Knobs for Intellectual Development for Kids.🎸 This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes, Helps kids have fun and stimulate and develop their talent & interest. This Guitar Is 23 Inches In Length..🎸This acoustic guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance..› See more product details",https://www.amazon.in/LAPREX-Excellent-Guitar-Adjustable-Toys-Brown/dp/B08WRF1JGZ/ref=sr_1_20?dchild=1&keywords=guitar&qid=1622442031&sr=8-20
JUAREZ,"JUAREZ Fiésta 41 Inch Acoustic Guitar with Dual Action Truss Rod, 21 Frets Rosewood Fretboard & Bridge, Padded 5mm Cotton Bag, Cotton Strap, 2 Picks, Allen Key, Extra String Set, Natural",3.6 out of 5,22,"₹ 4,009.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Glossy finish, Number of frets - 21, 41 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped..Material : Top, Back, Sides - Linden Solid Wood, Neck - Catalpa, Fretboard & Bridge - Rosewood, Machine Head : Chrome Open, Stainless Steel Copper Wound Strings.Linden binding and full wood construction with geared tuning, wooden frame and Alice Brand Stainless steel copper alloy strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!.Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod..6 Stainless Steel Alice Brand strings especially for beginners. Wound strings are made of copper alloy. Stainless steel plain string, steel core, copper alloy winding, anti-rust coating. (Additional Free Strings are NOT ALICE Brand, Strings on the Guitar are Alice Strings).Heavy Duty 5mm Cotton Padded Guitar Bag and Premium Cotton Guitar Strap provided along with your Juarez Fiésta 41 Inch Acoustic Guitar.Included components: Acoustic Guitar with Strap, Bag, Strings, Truss Rod Wrench/Allen Key and 2 Plectrums",https://www.amazon.in/JUAREZ-Acoustic-Rosewood-Fretboard-Natural/dp/B08GZZX16R/ref=sr_1_21?dchild=1&keywords=guitar&qid=1622442031&sr=8-21
Belear,"Belear I-280 Couturier Series 38 Inch Blue Spruce Cutaway Acoustic Guitar with Truss Rod Combo with Gig Bag and Picks, full",2.2 out of 5,5,"₹ 2,999.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,"In stock on June 17, 2021.
Order it now.","About this item.Premium single-cutaway design for playing convenience..Solid Spruce top provides an ideal balance and between strength and flexibility..Linden back & sides produces rich, warm lows and sweet sustain..Catalpa neck, Rosewood fretboard with truss rod..Offers bright, responsive & balanced tone..Hand orientation: Ambidextrous",https://www.amazon.in/Belear-I-280-Couturier-Cutaway-Acoustic/dp/B09136RRZH/ref=sr_1_22?dchild=1&keywords=guitar&qid=1622442031&sr=8-22
Big,Big Shoppe Store 23'' Acoustic Folk Classic Guitar for Beginners Student Adults Player 6 Strings Black,--,--,"₹ 1,917.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Usually dispatched in 6 to 10 days.,"Mini 23 inch Wood 6 Strings Acoustic Guitar Musical Instrument.Fine workmanship.Perfect gift for beginner, music lovers, children and adult.Material: Wood.› See more product details",https://www.amazon.in/Acoustic-Classic-Beginners-Student-Strings/dp/B095X6YLC3/ref=sr_1_23?dchild=1&keywords=guitar&qid=1622442031&sr=8-23
Crizer,Crizer 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,3.9 out of 5,44,--,7 Days Replacement,--,,"About this item.PROVIDES SCREEN FREE FUN: A junior scale 4 string guitar perfect for use on lessons, recitals, band rehearsals, on-stage performances or when practicing at home. The mini guitar can attract the interests of kids, and reduce their dependency on the phone, computer, or other electronics..GREAT FOR BEGINNERS: It has a traditional classic body style great for beginners and children learning to play guitar. Give your best performance whether you're in the music studio or out at a bonfire with friends. Take your music with you..ENJOY MUSIC ANYTIME: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary.This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years.This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning..A PERFECT GIFT: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary.› See more product details",https://www.amazon.in/Crizer-Childrens-Instrument-Educational-Instruments/dp/B08R7J8LLM/ref=sr_1_24?dchild=1&keywords=guitar&qid=1622442031&sr=8-24
SBU,"SBU 4-String Acoustic Guitar Learning Kids Toy, Kids Gitar Brown Multi Color (Note : Mini Kids Guitar )",5 out of 5,1,₹ 848.00,7 Days Returnable,"FREE delivery: Saturday, June 5 Details",In stock.,About this item.Very Crisp and Clear Sound of Strings.Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length..This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning..› See more product details,https://www.amazon.in/SBU-4-String-Acoustic-Guitar-Learning/dp/B08RDWDF19/ref=sr_1_25?dchild=1&keywords=guitar&qid=1622442031&sr=8-25
Jixing,"Jixing JXNG-BLK-SC1,Black Acoustic Guitar with Kadence Foldable Guitar Stand,Kadence Tuner,Kadence String,Kadence Strap,Kadence 3 Picks,Kadence Bag & Kadence Capo (Super Combo)",3.8 out of 5,452,"₹ 3,499.00",7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,The product comes in a proper packaging.This product will be an ideal pick for you.Easy to use.› See more product details,https://www.amazon.in/Jixing-JXNG-BLK-SC1-Acoustic-Kadence-Foldable/dp/B08XQF6L5H/ref=sr_1_26?dchild=1&keywords=guitar&qid=1622442031&sr=8-26
HS,HS INTERNATIONAL Music Toy Guitar Music and Lights Rock Band Guitar for Kids (Music And Light Guitar),--,--,--,7 Days Replacement,--,,"Material: Plastic, Colour: Multi Color, Dimensions: 53.8 x 19.2 x 5.4 cm.INSPIER CHILD'S MUSIC TALENT - This is a great guitar for starters at an early age, meanwhile training hand-eye coordination, motor coordination..RECOMMENDED AGE - This is a toy guitar, suitable for 3-4 years old toddlers, kids, come with back strap, easy to carry..ENJOYMENT - Kids will get a lot of enjoyment out of this cute guitar, the guitar makes fun sounds and flashes lights while playing..ELECTIR GUITAR: Powered by 3 AA battery [package not included].TURN YOUR KID INTO ROCKSTAR: This Musical guitar will surely turn your kids into a Rockstar. Gift them this guitar and let their Rockstar pop out. This toy is children friendly and are recommended for kids of 3+ years..MULTI-COLORED: Let your kid enjoy with this colored musical toy instrument. This toy is children friendly and are recommended for kids of 3+ years. Let your kid enjoy with this red & black colored musical toy instrument..Show More",https://www.amazon.in/HS-INTERNATIONAL-Music-Guitar-Lights/dp/B08W36X7H3/ref=sr_1_27?dchild=1&keywords=guitar&qid=1622442031&sr=8-27
DEVICE,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),3 out of 5,4,--,7 Days Replacement,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,In stock.,"About this item.Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules.Materials: chrome finish zinc alloy metal, plastic.6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right.Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable.› See more product details",https://www.amazon.in/DEVICE-URBAN-INFOTECH-Acoustic-Semi-closed/dp/B08P1JS4DF/ref=sr_1_28?dchild=1&keywords=guitar&qid=1622442031&sr=8-28
Swami,Swami Enterprise Guitar 4-String Acoustic Guitar Musical Instrument for Kids Learning (23 Inches)Brown,--,--,₹ 899.00,7 Days Returnable,₹ 80.00 delivery: June 5 - 6 Details,In stock.,"4 Strings wooden finish guitar with adjustable tuning knobs..The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar.No batteries required, this is an unlimited fun toy for kids..Helps kids have fun and stimulate and develop their talent & interest. This Guitar Is 18 Inches in Length.It is fully Functional with All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal..› See more product details",https://www.amazon.in/Swami-Enterprise-4-String-Acoustic-Instrument/dp/B095LR581N/ref=sr_1_29?dchild=1&keywords=guitar&qid=1622442031&sr=8-29
Ascetic,Ascetic 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,--,--,--,7 Days Replacement,--,,"About this item.PROVIDES SCREEN FREE FUN: A junior scale 4 string guitar perfect for use on lessons, recitals, band rehearsals, on-stage performances or when practicing at home. The mini guitar can attract the interests of kids, and reduce their dependency on the phone, computer, or other electronics..GREAT FOR BEGINNERS: It has a traditional classic body style great for beginners and children learning to play guitar. Give your best performance whether you're in the music studio or out at a bonfire with friends. Take your music with you..ENJOY MUSIC ANYTIME: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary.This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years.This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning..A PERFECT GIFT: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary.› See more product details",https://www.amazon.in/Childrens-Instrument-Educational-Instruments-Beginner/dp/B08XLVTLN2/ref=sr_1_30?dchild=1&keywords=guitar&qid=1622442031&sr=8-30
VD,VD ENTERPRISE String Acoustic Guitar | Adjustable Tunning Knob | Classical Guitar Toy | Musical Instrument Learning Toy for Kids,3.6 out of 5,17,--,7 Days Replacement,--,,"Toy Guitar is a Great Creativity for little Kids and increase musical talent in your young rock star. Teaches Kids the basics of rhythm, tempo, strumming and create the worlds of Music for your Kids..It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes..This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning..This acoustic guitar makes a great gift for kids and is a great value for the money..This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes..› See more product details",https://www.amazon.in/VD-ENTERPRISE-Adjustable-Classical-Instrument/dp/B08S323L6W/ref=sr_1_31?dchild=1&keywords=guitar&qid=1622442031&sr=8-31
Vrk,Vrk Guitar 4-String Acoustic Guitar Musical Instrument for Learning (23 Inches)Brown,--,--,--,7 Days Returnable,--,,"Very Crisp and Clear Sound of Strings.4 String which are tune-able. A very good toy for kids who are willing to learn guitar..The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar.The size of the guitar:.No batteries required, this is an unlimited fun toy for kids..› See more product details",https://www.amazon.in/4-String-Acoustic-Musical-Instrument-Learning/dp/B094YH8MQN/ref=sr_1_32?dchild=1&keywords=guitar&qid=1622442031&sr=8-32
